1761988146.163093,0
1761988146.294244,7
1761988146.414637,16
1761988146.520947,19
1761988146.626592,20
1761988146.733374,19
1761988146.840182,19
1761988146.946527,16
1761988147.054628,19
1761988147.160670,17
1761988147.266537,17
1761988147.374385,19
1761988147.481669,19
1761988147.587545,19
1761988147.694444,9
1761988147.801607,12
1761988147.908502,19
1761988148.014378,15
1761988148.121194,15
1761988148.227429,17
1761988148.334188,16
1761988148.440507,9
1761988148.547262,11
1761988148.654060,10
1761988148.760551,11
1761988148.866168,11
1761988148.972353,10
1761988149.077753,11
1761988149.184080,10
1761988149.289742,11
1761988149.395489,10
1761988149.502356,10
1761988149.608500,10
1761988149.715339,11
1761988149.820984,11
1761988149.927216,11
1761988150.033289,11
1761988150.138171,11
1761988150.252532,12
1761988150.359455,12
1761988150.465175,20
1761988150.571461,18
1761988150.679340,13
1761988150.798393,14
1761988150.910852,12
1761988151.017323,13
1761988151.123998,14
1761988151.230154,13
1761988151.335241,14
1761988151.441154,15
1761988151.547069,15
1761988151.653260,16
1761988151.760732,15
1761988151.867375,14
1761988151.973504,14
1761988152.079903,14
1761988152.186208,14
1761988152.291461,14
1761988152.397431,15
1761988152.503177,15
1761988152.609609,15
1761988152.715853,16
1761988152.822473,15
1761988152.929012,16
1761988153.034294,16
1761988153.140516,15
1761988153.246370,16
1761988153.352167,15
1761988153.458334,16
1761988153.563499,16
1761988153.668789,17
1761988153.775779,17
1761988153.882315,17
1761988153.988124,18
1761988154.095260,18
1761988154.202436,16
1761988154.308722,16
1761988154.415252,15
1761988154.521711,10
1761988154.627497,7
1761988154.733302,8
1761988154.839364,9
1761988154.946418,10
1761988155.053071,10
1761988155.159635,12
1761988155.265347,10
1761988155.371112,10
1761988155.478992,10
1761988155.585933,10
1761988155.690718,11
1761988155.796070,11
1761988155.902224,9
1761988156.009230,9
1761988156.114463,10
1761988156.220247,10
1761988156.327729,10
1761988156.433276,10
1761988156.539466,10
1761988156.645228,10
1761988156.750780,10
1761988156.858767,11
1761988156.965817,12
1761988157.071475,11
1761988157.177779,12
1761988157.284501,12
1761988157.390406,12
1761988157.497326,12
1761988157.602354,12
1761988157.709892,13
1761988157.816264,13
1761988157.924590,13
1761988158.031003,13
1761988158.137178,13
1761988158.244836,13
1761988158.352500,14
1761988158.459799,13
1761988158.565791,19
1761988158.671704,17
1761988158.778907,13
1761988158.884857,13
1761988158.990963,8
1761988159.096975,6
1761988159.202714,7
1761988159.308288,7
1761988159.414090,7
1761988159.520347,7
1761988159.627372,7
1761988159.733296,8
1761988159.839846,8
1761988159.947390,8
1761988160.053228,8
1761988160.159578,8
1761988160.265271,8
1761988160.371708,8
1761988160.478890,9
1761988160.585762,9
1761988160.692506,10
1761988160.799142,9
1761988160.906161,9
1761988161.013013,9
1761988161.118975,10
1761988161.225272,10
1761988161.330618,10
1761988161.436698,10
1761988161.542400,11
1761988161.650813,12
1761988161.755984,11
1761988161.863526,13
1761988161.969342,19
1761988162.075778,19
1761988162.181977,15
1761988162.287667,13
1761988162.394732,13
1761988162.501448,12
1761988162.608155,12
1761988162.714307,12
1761988162.820324,13
1761988162.927427,13
1761988163.035018,13
1761988163.141399,13
1761988163.248804,13
1761988163.354682,13
1761988163.460740,13
1761988163.567110,12
